qc_id,objectid,registro_n,caverna,grau_de_re,uf,municipio,localidade,latitude,longitude,altitude,gps,errogps,qtd__satel,litotipo,desenvolvi,projeção,desnivel_f,icon_url
"812","813",015974.00871.29.23803,Caverna Novinha, ,BA,Paripiranga,Mandioca Braba,-10.638274,-37.860498,"380",Garmin,"4","10", , , , ,./0.png
"813","814",015975.00872.29.23803,Caverna do Cipó Espinhento, ,BA,Paripiranga,Mandioca Braba,-10.638215,-37.860491,"385",Garmin,"3","10", , , , ,./0.png
"814","815",015976.00873.29.23803,Caverna das Ferroadas (Cav 005), ,BA,Paripiranga,Mandioca Braba,-10.637594,-37.860086,"393",Garmin,"3","12", , , , ,./0.png
"815","816",015977.00874.29.23803,Caverna do Angico (Cav 002), ,BA,Paripiranga,Mandioca Braba,-10.638464,-37.860038,"383",Garmin,"2","12", , , , ,./0.png
"816","817",015978.00875.29.23803,Caverna da Coruja, ,BA,Paripiranga,Mandioca Braba,-10.637509,-37.859809,"392",Garmin,"4","12", , , , ,./0.png
"817","818",015979.00876.29.23803,Abismo do Escorrimento, ,BA,Paripiranga,Mandioca Braba,-10.637888,-37.859673,"391",Garmin,"3","11", , , , ,./0.png
"818","819",015980.00877.29.23803,Abismo da Folha Furada (Cav 028), ,BA,Paripiranga,Mandioca Braba,-10.637421,-37.859486,"396",Garmin,"3","12", , , , ,./0.png
"819","820",015981.00878.29.23803,Abismo da Jaqueira Falsa (Cav 003), ,BA,Paripiranga,Mandioca Braba,-10.638141,-37.859379,"386",Garmin,"3","10", , , , ,./0.png
"820","821",015982.00879.29.23803,Caverna Toquinha da Surpresa, ,BA,Paripiranga,Mandioca Braba,-10.637497,-37.859329,"397",Garmin,"3","11", , , , ,./0.png
"821","822",015984.00880.29.23803,Caverna da Libélula (Cav 029), ,BA,Paripiranga,Mandioca Braba,-10.637666,-37.85912,"397",Garmin,"2","10", , , , ,./0.png
"822","823",015985.00881.29.23803,Caverna das Três Bocas, ,BA,Paripiranga,Mandioca Braba,-10.638144,-37.858837,"384",Garmin,"3","9", , , , ,./0.png
"823","824",015986.00882.29.23803,Caverna dos Gravatás, ,BA,Paripiranga,Mandioca Braba,-10.638104,-37.858657,"387",Garmin,"4","9", , , , ,./0.png
"824","825",015987.00883.29.23803,Caverna do Fabrício (Cav 028), ,BA,Paripiranga,Mandioca Braba,-10.637424,-37.857801,"390",Garmin,"2","11", , , , ,./0.png
"825","826",015988.00884.29.23803,Caverna do Walmir (Cav 026), ,BA,Paripiranga,Mandioca Braba,-10.637358,-37.857745,"390",Garmin,"3","11", , , , ,./0.png
"826","827",015989.00885.29.23803,Caverna da Curva (Cav 025), ,BA,Paripiranga,Mandioca Braba,-10.637318,-37.85773,"389",Garmin,"3","11", , , , ,./0.png
"827","828",015990.00886.29.23803,Abismo do Sumidouro sem Fim (Cav 024), ,BA,Paripiranga,Mandioca Braba,-10.637272,-37.857659,"386",Garmin,"3","11", , , , ,./0.png
"828","829",015991.00887.29.23803,Caverna do Cipó, ,BA,Paripiranga,Mandioca Braba,-10.637241,-37.857456,"383",Garmin,"2","12", , , , ,./0.png
"829","830",015992.00888.29.23803,Caverna do Sisal Brabo (Cav 022), ,BA,Paripiranga,Mandioca Braba,-10.637353,-37.857425,"381",Garmin,"2","12", , , , ,./0.png
"830","831",015993.00889.29.23803,Caverna do Pinhão Brabo (Cav 018), ,BA,Paripiranga,Mandioca Braba,-10.637557,-37.857214,"381",Garmin,"2","12", , , , ,./0.png
"831","832",015994.00890.29.23803,Abismo do Marimbondo (Cav 021), ,BA,Paripiranga,Mandioca Braba,-10.636863,-37.857205,"382",Garmin,"2","12", , , , ,./0.png
"832","833",015995.00891.29.23803,Caverna do Gavião Novo (Cav 020), ,BA,Paripiranga,Mandioca Braba,-10.637411,-37.856942,"377",Garmin,"4","12", , , , ,./0.png
"833","834",015996.00892.29.23803,Abismo Maria Passaria, ,BA,Paripiranga,Mandioca Braba,-10.637453,-37.856753,"381",Garmin,"2","11", , , , ,./0.png
"834","835",015997.00893.29.23803,Caverna da Pindobeira (Cav 027), ,BA,Paripiranga,Mandioca Braba,-10.638119,-37.85652,"373",Garmin,"2","12", , , , ,./0.png
"835","836",015998.00894.29.23803,Caverna das Palmas (Cav 019), ,BA,Paripiranga,Mandioca Braba,-10.637941,-37.85643,"371",Garmin,"2","12", , , , ,./0.png
"836","837",016005.00037.24.01008,Caverna Buraco da Nega, ,RN,Apodi,Sítio Joao Pedro,-5.532543,-37.844646,"1",Garmin MAP 60 CSX,"4","10", , , , ,./0.png
"837","838",016008.00895.29.23803,Caverna do Filhote de Morcego, ,BA,Paripiranga,Maria Correia II,-10.62972,-37.843287,"294",Garmin,"3","11", , , , ,./0.png
"838","839",016009.00896.29.23803,Caverna do Lajedo, ,BA,Paripiranga,Maria Correia II,-10.629697,-37.843031,"293",Garmin,"3","11", , , , ,./0.png
"839","840",016013.00043.24.01008,Fenda dos Entalados, ,RN,Apodi,Lajedo de Soledade,-5.587697,-37.830249,"128",Garmim,"2","12", , , , ,./0.png
"840","841",016014.00044.24.01008,Caverna Unha de Preguiça, ,RN,Apodi,Lajedo de Soledade,-5.586951,-37.830214,"128",Garmim,"3","11", , , , ,./0.png
"841","842",016015.00045.24.01008,Abrigo dos Caprinos, ,RN,Apodi,Lajedo de Soledade,-5.587328,-37.829833,"135",Garmim,"3","12", , , , ,./0.png
"842","843",016016.00046.24.01008,Caverna do Painel Quebrado, ,RN,Apodi,Lajedo de Soledade,-5.588527,-37.829734,"127",Garmim,"3","11", , , , ,./0.png
"843","844",016017.00047.24.01008,Caverna do Urubu, ,RN,Apodi,Lajedo de Soledade,-5.588364,-37.829671,"128",Garmim,"2","12", , , , ,./0.png
"844","845",016020.00050.24.01008,Gruta do Olani, ,RN,Apodi,Lajedo de Soledade,-5.593647,-37.825762,"121",Garmim,"3","12", , , , ,./0.png
"845","846",016024.00007.28.07105,Gruta da Dorinha ou Abismo de Simão Dias (SE00184), ,SE,Simão Dias,Colônia,-10.770085,-37.788513,"262",Sem informação,"3","10", , , , ,./0.png
"846","847",016025.00008.28.07105,Caverna do Cumbe, ,SE,Simão Dias,Povoado de Cumbe,-10.704088,-37.783418,"367",Sem Informação,"4","9", , , , ,./0.png
"847","848",016026.00009.28.07105,Caverna do Pórtico, ,SE,Simão Dias,Povoado de Cumbe,-10.703721,-37.782837,"361",Sem Informação,"2","11", , , , ,./0.png
"848","849",016027.00052.24.01453,Abismo 16, ,RN,Baraúna,PARNA Furna Feia / Baixa Branca,-5.217816,-37.772737,"1",Garmin MAP 60 CSX,"2","12", , , , ,./0.png
"849","850",016028.00053.24.01453,Gruta da Escada, ,RN,Baraúna,Povoado da Escada,-5.168843,-37.72805,"138",Garmin MAP 60 CSX,"3","11", , , , ,./0.png
"850","851",016032.00057.24.01453,Caverna dos Ossos (Caverna Escada), ,RN,Baraúna,Lajedo da Escada,-5.167482,-37.726779,"140",Garmin MAP 60 CSX,"5","10", , , , ,./0.png
"851","852",016033.00058.24.01453,Caverna da Trindade, ,RN,Baraúna,Sítio Boa Sorte,-5.194667,-37.72663,"129",Garmin MAP 60 CSX,"2","12", , , , ,./0.png
"852","853",016035.00060.24.01453,Abismo da Trindade, ,RN,Baraúna,Sítio Boa Sorte,-5.193366,-37.72576,"128",Garmin MAP 60 CSX,"2","12", , , , ,./0.png
"853","854",016039.00064.24.03707,Caverna da Nidinha, ,RN,Felipe Guerra,Lajedo Lapa,-5.564748,-37.702911,"1",Garmin MAP 60 CSX,"2","12", , , , ,./0.png
"854","855",016040.00010.28.03500,Caverna da Fumaça, ,SE,Lagarto,Povoado de Curralinho,-10.993631,-37.702893,"162",Sem Informação,"4","11", , , , ,./0.png
"855","856",016041.00065.24.03707,Caverna do Gavião Pega Pinto, ,RN,Felipe Guerra,Lajedo da Lapa,-5.567345,-37.698721,"69",Garmin,"2","12", , , , ,./0.png
"856","857",016042.00066.24.03707,Caverna Boa, ,RN,Felipe Guerra,Lajedo da Lapa (Lajedo de Alfredo),-5.566527,-37.697897,"91",Garmin,"3","10", , , , ,./0.png
"857","858",016043.00067.24.03707,Caverna do Teto Ornamentado, ,RN,Felipe Guerra,Lajedo da Lapa,-5.56649,-37.697895,"68",Garmin,"2","12", , , , ,./0.png
"858","859",016045.00069.24.03707,Caverna da Lapa, ,RN,Felipe Guerra,Lajedo da Lapa (Lajedo de Alfredo),-5.566272,-37.697705,"92",Garmin,"2","12", , , , ,./0.png
"859","860",016046.00070.24.03707,Caverna 08, ,RN,Felipe Guerra,Lajedo da Lapa (Lajedo de Alfredo),-5.565624,-37.697501,"96",Garmin MAP 60 CSX,"5","11", , , , ,./0.png
"860","861",016047.00071.24.03707,Caverna Túnel dos Morcegos 2, ,RN,Felipe Guerra,Lajedo da Lapa,-5.565913,-37.697466,"61",Garmin,"2","12", , , , ,./0.png
"861","862",016048.00072.24.03707,Caverna 05, ,RN,Felipe Guerra,Lajedo da Lapa (Lajedo de Alfredo),-5.56565,-37.697361,"93",Garmin MAP 60 CSX,"4","12", , , , ,./0.png
"862","863",016049.00073.24.03707,Caverna da Craibeira Morta, ,RN,Felipe Guerra,Lajedo da Lapa,-5.565803,-37.697316,"104",Garmin,"4","11", , , , ,./0.png
"863","864",016050.00074.24.03707,Caverna da BM, ,RN,Felipe Guerra,Lajedo da Lapa (Lajedo de Alfredo),-5.561752,-37.697316,"89",Garmin MAP 60 CSX,"4","11", , , , ,./0.png
"864","865",016051.00075.24.03707,Caverna da Porta da Ravina, ,RN,Felipe Guerra,Lajedo da Lapa,-5.565993,-37.697294,"63",Garmin,"2","12", , , , ,./0.png
"865","866",016052.00076.24.03707,Caverna do Frouxo, ,RN,Felipe Guerra,Lajedo da Lapa,-5.564811,-37.697244,"88",Garmin,"2","12", , , , ,./0.png
"866","867",016053.00077.24.03707,Caverna da Revelia, ,RN,Felipe Guerra,Lajedo da Lapa,-5.565498,-37.697162,"79",Garmin,"3","12", , , , ,./0.png
"867","868",016054.00078.24.03707,Caverna SF, ,RN,Felipe Guerra,Lajedo da Lapa,-5.56492,-37.697019,"87",Garmin,"2","12", , , , ,./0.png
"868","869",016055.00079.24.03707,Caverna da Lulu, ,RN,Felipe Guerra,Lajedo da Lapa,-5.56539,-37.697011,"84",Garmin,"2","12", , , , ,./0.png
"869","870",016056.00080.24.03707,Caverna do Cartão, ,RN,Felipe Guerra,Lajedo da Lapa,-5.564986,-37.696982,"90",Garmin,"2","12", , , , ,./0.png
"870","871",016057.00081.24.03707,Pequena Gruta dos Morcegos, ,RN,Felipe Guerra,Lajedo da Lapa (Lajedo de Alfredo),-5.565144,-37.696948,"86",Garmin MAP 60 CSX,"6","8", , , , ,./0.png
"871","872",016058.00082.24.03707,Caverna NTSF, ,RN,Felipe Guerra,Lajedo da Lapa,-5.56498,-37.69684,"86",Garmin,"2","12", , , , ,./0.png
"872","873",016059.00083.24.03707,Caverna do Desiludido, ,RN,Felipe Guerra,Lajedo da Lapa,-5.564717,-37.696544,"94",Garmin,"2","12", , , , ,./0.png
"873","874",016060.00084.24.03707,Caverna 06, ,RN,Felipe Guerra,Lajedo da Lapa (Lajedo de Alfredo),-5.564012,-37.696238,"94",Garmin MAP 60 CSX,"2","12", , , , ,./0.png
"874","875",016061.00085.24.03707,Caverna da Ressaca, ,RN,Felipe Guerra,Lajedo da Lapa (Lajedo de Alfredo),-5.562892,-37.696181,"89",Garmin MAP 60 CSX,"4","12", , , , ,./0.png
"875","876",016062.00086.24.03707,Caverna 07, ,RN,Felipe Guerra,Lajedo da Lapa (Lajedo de Alfredo),-5.564166,-37.696148,"91",Garmin MAP 60 CSX,"5","9", , , , ,./0.png
"876","877",016063.00087.24.03707,Caverna do Pereiral, ,RN,Felipe Guerra,Lajedo da Lapa,-5.562344,-37.696085,"88",Garmin,"2","12", , , , ,./0.png
"877","878",016064.00088.24.03707,Caverna do Folhiço, ,RN,Felipe Guerra,Lajedo da Lapa,-5.562998,-37.695984,"84",Garmin,"3","12", , , , ,./0.png
"878","879",016065.00089.24.03707,Abrigo 100, ,RN,Felipe Guerra,Lajedo da Lapa (Lajedo de Alfredo),-5.563413,-37.695893,"94",Garmin MAP 60 CSX,"5","8", , , , ,./0.png
"879","880",016066.00090.24.03707,Caverna da Lapa 4, ,RN,Felipe Guerra,Lajedo da Lapa,-5.564045,-37.695846,"87",Garmin,"2","11", , , , ,./0.png
"880","881",016067.00091.24.03707,Caverna do Teto Baixo da Lapa, ,RN,Felipe Guerra,Lajedo da Lapa,-5.562492,-37.695772,"88",Garmin,"2","12", , , , ,./0.png
"881","882",016068.00092.24.03707,Caverna Prima, ,RN,Felipe Guerra,Lajedo da Lapa,-5.563141,-37.695714,"86",Sem Informação,"2","11", , , , ,./0.png
"882","883",016069.00093.24.03707,Caverna do Retorno, ,RN,Felipe Guerra,Lajedo da Lapa (Lajedo de Alfredo),-5.566215,-37.695692,"78",Garmin MAP 60 CSX,"4","10", , , , ,./0.png
"883","884",016070.00094.24.03707,Caverna do Mosteiro, ,RN,Felipe Guerra,Lajedo da Lapa,-5.562669,-37.69561,"88",Sem Informação,"2","12", , , , ,./0.png
"884","885",016071.00095.24.03707,Caverna do Angico, ,RN,Felipe Guerra,Lajedo da Lapa (Lajedo de Alfredo),-5.562016,-37.695538,"86",Garmin MAP 60 CSX,"3","10", , , , ,./0.png
"885","886",016072.00096.24.03707,Caverna do Por-do-Sol, ,RN,Felipe Guerra,Lajedo da Lapa (Lajedo de Alfredo),-5.562691,-37.695393,"88",Garmin MAP 60 CSX,"3","10", , , , ,./0.png
"886","887",016073.00097.24.03707,Caverna 04, ,RN,Felipe Guerra,Lajedo da Lapa (Lajedo de Alfredo),-5.561919,-37.69516,"88",Garmin MAP 60 CSX,"2","12", , , , ,./0.png
"887","888",016074.00098.24.03707,Caverna da Lapa 1 / Engano, ,RN,Felipe Guerra,Lajedo da Lapa,-5.561637,-37.695069,"100",Garmin MAP 60 CSX,"6","10", , , , ,./0.png
"888","889",016076.00100.24.03707,Caverna Lapa I, ,RN,Felipe Guerra,Lajedo Lapa,-5.559862,-37.688418,"92",Garmin MAP 60 CSX,"2","12", , , , ,./0.png
"889","890",016077.00101.24.03707,Caverna do Geilson, ,RN,Felipe Guerra,Brejo,-5.598119,-37.688212,"76",Garmin MAP 60 CSX,"3","10", , , , ,./0.png
"890","891",016078.00102.24.03707,Gruta das Folhas, ,RN,Felipe Guerra,Brejo,-5.598168,-37.688156,"72",Garmin MAP 60 CSX,"4","9", , , , ,./0.png
"891","892",016079.00103.24.03707,Caverna do Marimbondo, ,RN,Felipe Guerra,Brejo,-5.597834,-37.68805,"65",Garmin MAP 60 CSX,"4","9", , , , ,./0.png
"892","893",016081.00105.24.03707,Caverna do Pau, ,RN,Felipe Guerra,Brejo,-5.592861,-37.687432,"59",Garmin MAP 60 CSX,"3","11", , , , ,./0.png
"893","894",016085.00109.24.03707,Caverna São João, ,RN,Felipe Guerra,Lajedo Lapa,-5.560041,-37.68438,"1",Garmin MAP 60 CSX,"3","9", , , , ,./0.png
"894","895",016086.00110.24.03707,Caverna das 2 Urtigas, ,RN,Felipe Guerra,Lajedo Lapa,-5.559854,-37.683336,"94",Garmin MAP 60 CSX,"3","11", , , , ,./0.png
"895","896",016087.00111.24.03707,Caverna Lapa II, ,RN,Felipe Guerra,Lajedo Lapa,-5.559038,-37.681874,"88",Garmin MAP 60 CSX,"3","11", , , , ,./0.png
"896","897",016088.00112.24.03707,Caverna dos Dois, ,RN,Felipe Guerra,Lajedo Lapa,-5.568476,-37.680672,"77",Garmin MAP 60 CSX,"3","11", , , , ,./0.png
"897","898",016089.00113.24.03707,Abrigo dos Dois, ,RN,Felipe Guerra,Lajedo Lapa,-5.57071,-37.680131,"778",Garmin MAP 60 CSX,"5","11", , , , ,./0.png
"898","899",016090.00114.24.03707,Abrigo do Roncador, ,RN,Felipe Guerra,Lajedo da Lapa,-5.575312,-37.679248,"66",Garmin,"4","10", , , , ,./0.png
"899","900",016091.00115.24.03707,Abrigo do Roncador 2, ,RN,Felipe Guerra,Margem esquerda do Rio Apodi-Mossoró,-5.576434,-37.678517,"44",Garmim,"7","8", , , , ,./0.png
"900","901",016092.00116.24.03707,Caverna Lapa 03, ,RN,Felipe Guerra,Lajedo da Lapa (Lajedo de Alfredo),-5.555412,-37.676277,"1",Garmin MAP 60 CSX,"2","12", , , , ,./0.png
"901","902",016094.00118.24.03707,Caverna do Xis, ,RN,Felipe Guerra,Lajedo Lapa,-5.564022,-37.669333,"1",Garmin MAP 60 CSX,"3","11", , , , ,./0.png
"902","903",016095.00119.24.03707,Caverna do Berro, ,RN,Felipe Guerra,Lajedo da Lapa,-5.549785,-37.666948,"91",Garmin MAP 60 CSX,"3","11", , , , ,./0.png
"903","904",016096.00120.24.03707,Caverna da Estreia, ,RN,Felipe Guerra,Lajedo da Lapa,-5.547143,-37.666912,"84",Garmin MAP 60 CSX,"3","10", , , , ,./0.png
"904","905",016097.00121.24.03707,Caverna do Rádio, ,RN,Felipe Guerra,Lajedo da Lapa,-5.548343,-37.666778,"92",Garmin MAP 60 CSX,"2","12", , , , ,./0.png
"905","906",016099.00123.24.03707,Caverna dos que já foram, ,RN,Felipe Guerra,Lajedo da Lapa,-5.546579,-37.666605,"85",Garmin MAP 60 CSX,"3","12", , , , ,./0.png
"906","907",016100.00124.24.03707,Caverna da Cerca II, ,RN,Felipe Guerra,Lajedo do Rorário,-5.564634,-37.666123,"87",Garmin,"2","12", , , , ,./0.png
"907","908",016101.00125.24.03707,Caverna da Cerca (F9-A3-04), ,RN,Felipe Guerra,Lajedo do Rosário,-5.564536,-37.666011,"84",Garmin,"3","12", , , , ,./0.png
"908","909",016102.00126.24.03707,Caverna da Catedral, ,RN,Felipe Guerra,Lajedo do Rosário,-5.564025,-37.665935,"86",Garmin MAP 60 CSX,"2","11", , , , ,./0.png
"909","910",016103.00127.24.03707,Caverna Abissal, ,RN,Felipe Guerra,Lajedo do Rosário,-5.564184,-37.665913,"1",Garmin MAP 60 CSX,"3","11", , , , ,./0.png
"910","911",016104.00128.24.03707,Ravina do Desafio (Gruta do Arracarai), ,RN,Felipe Guerra,Lajedo do Rosário,-5.563135,-37.665866,"81",Garmin MAP 60 CSX,"3","12", , , , ,./0.png
"911","912",016106.00130.24.03707,Caverna F9-A3-01, ,RN,Felipe Guerra,Lajedo do Rosário,-5.562817,-37.665521,"84",Garmin,"2","11", , , , ,./0.png
"912","913",016107.00131.24.03707,Gruta da Descoberta (Italianas), ,RN,Felipe Guerra,Lajedo do Rosário,-5.563182,-37.665495,"82",Garmin,"3","11", , , , ,./0.png
"913","914",016108.00132.24.03707,Caverna F9-A3-05, ,RN,Felipe Guerra,Lajedo do Rosário,-5.562468,-37.665228,"82",Garmin,"2","10", , , , ,./0.png
"914","915",016109.00133.24.03707,Caverna F9-A3-03 (Abismo F9-A3-03), ,RN,Felipe Guerra,Lajedo do Rosário,-5.562583,-37.664917,"82",Garmin,"2","11", , , , ,./0.png
"915","916",016110.00134.24.03707,Caverna da Craibeira (F9-A2-06), ,RN,Felipe Guerra,Lajedo do Rosário,-5.560303,-37.664769,"86",Garmin,"1","10", , , , ,./0.png
"916","917",016111.00135.24.03707,Caverna F9-A2-05, ,RN,Felipe Guerra,Lajedo do Rosário,-5.560208,-37.664596,"86",Garmin,"2","8", , , , ,./0.png
"917","918",016112.00136.24.03707,Caverna Túnel das Pérolas (F9-A2-04), ,RN,Felipe Guerra,Lajedo do Rosário,-5.559683,-37.664519,"81",Garmin MAP 60 CSX,"3","9", , , , ,./0.png
"918","919",016113.00137.24.03707,Caverna F9-A2-02, ,RN,Felipe Guerra,Lajedo do Rosário,-5.561836,-37.664261,"81",Garmin,"3","9", , , , ,./0.png
"919","920",016114.00138.24.03707,Caverna F9-A2-01, ,RN,Felipe Guerra,Lajedo do Rosário,-5.562003,-37.664134,"81",Garmin,"3","11", , , , ,./0.png
"920","921",016115.00139.24.03707,Gruta Geraldo Gusso, ,RN,Felipe Guerra,Lajedo do Rosário,-5.561236,-37.663865,"80",Garmin,"2","10", , , , ,./0.png
"921","922",016117.00141.24.03707,Gruta do Doce, ,RN,Felipe Guerra,Lajedo do Rosário,-5.561621,-37.664016,"84",Garmin,"3","12", , , , ,./0.png
"922","923",016118.00142.24.03707,Gruta da Carrapateira, ,RN,Felipe Guerra,Lajedo do Rosário,-5.56067,-37.663944,"80",Sem informação,"2","10", , , , ,./0.png
"923","924",016119.00143.24.03707,Caverna F9-B2-01, ,RN,Felipe Guerra,Lajedo do Rosário,-5.561482,-37.6636,"82",Garmin,"3","11", , , , ,./0.png
"924","925",016120.00144.24.03707,Caverna F9-B2-02, ,RN,Felipe Guerra,Lajedo do Rosário,-5.561192,-37.663566,"81",Garmin,"3","11", , , , ,./0.png
"925","926",016121.00145.24.03707,Caverna F9-B2-03, ,RN,Felipe Guerra,Lajedo do Rosário,-5.560954,-37.663493,"80",Garmin,"3","11", , , , ,./0.png
"926","927",016123.00147.24.03707,Caverna do Túnel Teto Baixo, ,RN,Felipe Guerra,Lajedo do Rosário,-5.558437,-37.663339,"85",Garmin MAP 60 CSX,"3","11", , , , ,./0.png
"927","928",016124.00148.24.03707,Caverna do Jefferson (F9-B1-07), ,RN,Felipe Guerra,Lajedo do Rosário,-5.557062,-37.663324,"87",Garmin MAP 60 CSX,"1","11", , , , ,./0.png
"928","929",016125.00149.24.03707,Caverna das Paredes de Couve Flor, ,RN,Felipe Guerra,Lajedo do Rosário,-5.55872,-37.66328,"86",Garmin MAP 60 CSX,"1","12", , , , ,./0.png
"929","930",016126.00150.24.03707,Caverna do Descrente, ,RN,Felipe Guerra,Lajedo do Rosário,-5.558596,-37.66326,"88",Garmin MAP 60 CSX,"1","11", , , , ,./0.png
"930","931",016127.00151.24.03707,Caverna do Salão (Caverna do Salão Escondido), ,RN,Felipe Guerra,Lajedo do Rosário,-5.560365,-37.663141,"78",Garmin MAP 60 CSX,"3","11", , , , ,./0.png
"931","932",016128.00152.24.03707,Caverna Nova a Nomear, ,RN,Felipe Guerra,Lajedo do Rosário,-5.559202,-37.663102,"85",Garmin MAP 60 CSX,"1","11", , , , ,./0.png
"932","933",016129.00153.24.03707,Caverna Túnel do Rosário, ,RN,Felipe Guerra,Lajedo do Rosário,-5.558721,-37.662994,"84",Garmin MAP 60 CSX,"1","11", , , , ,./0.png
"933","934",016131.00155.24.03707,Caverna F9-B1-10, ,RN,Felipe Guerra,Lajedo do Rosário,-5.557032,-37.662893,"84",Sem informação,"3","9", , , , ,./0.png
"934","935",016132.00156.24.03707,Caverna do Tejo (F9-B1-08), ,RN,Felipe Guerra,Lajedo do Rosário,-5.556687,-37.662894,"84",Garmin MAP 60 CSX,"3","9", , , , ,./0.png
"935","936",016134.00158.24.03707,Pequena Gruta do Rosário, ,RN,Felipe Guerra,Lajedo do Rosário,-5.558973,-37.662648,"85",Garmin MAP 60 CSX,"1","11", , , , ,./0.png
"936","937",016135.00159.24.03707,Gruta da Escada do Rosário, ,RN,Felipe Guerra,Lajedo do Rosário,-5.561959,-37.662604,"82",Garmin,"1","10", , , , ,./0.png
"937","938",016136.00160.24.03707,Caverna F9-B1-09, ,RN,Felipe Guerra,Lajedo do Rosário,-5.555975,-37.66253,"84",Sem informação,"3","10", , , , ,./0.png
"938","939",016137.00161.24.03707,Gruta do Filme (F9-B1-02), ,RN,Felipe Guerra,Lajedo do Rosário,-5.555622,-37.662193,"1",Garmin MAP 60 CSX,"9","9", , , , ,./0.png
"939","940",016139.00163.24.03707,Abismo do Poço Fundo, ,RN,Felipe Guerra,Lajedo do Rosário,-5.560648,-37.662057,"84",Garmin,"1","11", , , , ,./0.png
"940","941",016140.00164.24.03707,Abismo F9-B2-05 (Abrigo F9-B2-05), ,RN,Felipe Guerra,Lajedo do Rosário,-5.561327,-37.661957,"78",Garmin,"2","11", , , , ,./0.png
"941","942",016142.00166.24.03707,Furna Dona Tereza (F9-B1-04), ,RN,Felipe Guerra,Lajedo do Rosário,-5.555185,-37.661873,"85",Garmin MAP 60 CSX,"7","8", , , , ,./0.png
"1496","1497",016777.00751.24.02006,Gruta do Funil da Trindade, ,RN,Caicó,Serra da Cruz,-6.231707,-36.939085,"364",Garmim,"5","10", , , , ,./0.png
"942","943",016144.00168.24.03707,Cavernão (Caverna F9-B2-04), ,RN,Felipe Guerra,Lajedo do Rosário,-5.562096,-37.661646,"80",Garmin,"1","11", , , , ,./0.png
"943","944",016145.00169.24.03707,Caverna F9-B1-06, ,RN,Felipe Guerra,Lajedo do Rosário,-5.55467,-37.661392,"81",Sem informação,"2","11", , , , ,./0.png
"944","945",016146.00170.24.03707,Gruta dos Troglóbios (F9-B1-01), ,RN,Felipe Guerra,Lajedo do Rosario,-5.556742,-37.661271,"86",Garmin MAP 60 CSX,"2","12", , , , ,./0.png
"945","946",016149.00173.24.03707,Gruta do Chocalho, ,RN,Felipe Guerra,Lajedo do Rosário,-5.560223,-37.660921,"80",Garmin,"1","12", , , , ,./0.png
"946","947",016150.00174.24.03707,Abismo F9-B2-11 (Caverna F9-B2-11), ,RN,Felipe Guerra,Lajedo do Rosário,-5.559699,-37.660915,"78",Garmin MAP 60 CSX,"2","12", , , , ,./0.png
"947","948",016151.00175.24.03707,Caverna do Complexo Suíço, ,RN,Felipe Guerra,Lajedo do Rosário,-5.561791,-37.660762,"80",Garmin,"1","12", , , , ,./0.png
"948","949",016152.00176.24.03707,Caverna F9-B1-05, ,RN,Felipe Guerra,Lajedo do Rosário,-5.55498,-37.660788,"81",Sem informação,"3","10", , , , ,./0.png
"949","950",016153.00177.24.03707,Gruta dos Três Níveis, ,RN,Felipe Guerra,Lajedo do Rosário,-5.560255,-37.660441,"80",Garmin,"1","11", , , , ,./0.png
"950","951",016155.00179.24.03707,Caverna F9-B2-08, ,RN,Felipe Guerra,Lajedo do Rosário,-5.561885,-37.660268,"78",Garmin,"1","12", , , , ,./0.png
"951","952",016156.00180.24.03707,Abismo F9-B2-15 (Caverna F9-B2-15), ,RN,Felipe Guerra,Lajedo do Rosário,-5.560539,-37.660235,"80",Garmin,"2","12", , , , ,./0.png
"952","953",016157.00181.24.03707,Abismo F9-B2-14 (Caverna F9-B2-14), ,RN,Felipe Guerra,Lajedo do Rosário,-5.560311,-37.660125,"80",Garmin,"1","12", , , , ,./0.png
"953","954",016161.00185.24.03707,Abismo F9-B2-17 (Abrigo F9-B2-17), ,RN,Felipe Guerra,Lajedo do Rosário,-5.559919,-37.65991,"78",Garmin,"2","11", , , , ,./0.png
"954","955",016163.00187.24.03707,Caverna F9-B2-16 (Abrigo F9-B2-16), ,RN,Felipe Guerra,Lajedo do Rosário,-5.560267,-37.659678,"81",Garmin,"3","12", , , , ,./0.png
"955","956",016165.00189.24.03707,Abismo da Fenda (Gruta da Fenda ou F9-B2-19), ,RN,Felipe Guerra,Lajedo do Rosário,-5.560387,-37.659669,"80",Garmin,"1","12", , , , ,./0.png
"956","957",016166.00190.24.03707,Furna do Buraco da Juriti, ,RN,Felipe Guerra,Lajedo do Rosário,-5.560087,-37.659627,"81",Garmin,"2","12", , , , ,./0.png
"957","958",016167.00191.24.03707,Abismo F9-B2-13 (Caverna F9-B2-13), ,RN,Felipe Guerra,Lajedo do Rosário,-5.559487,-37.65955,"79",Garmin MAP 60 CSX,"3","12", , , , ,./0.png
"958","959",016168.00052.23.07007,Toca da Mangueira, ,CE,Jaguaruana,Lajedo do Ouro,-4.991047,-37.659524,"94",Garmim,"3","11", , , , ,./0.png
"959","960",016172.00195.24.03707,Ravina dos Corredores (Caverna do Cânyon dos Corredores), ,RN,Felipe Guerra,Lajedo do Rosário,-5.561781,-37.659286,"72",Garmin MAP 60 CSX,"7","11", , , , ,./0.png
